id,frequency,avg_video,hashtag_counts,word_counts
1,7,46,"{'#รีวิวบิวตี้': 7, '#tiktoklooks': 7, '#tiktokuni': 7, '#สติตช์บิวตี้': 7, '#armmakeup': 7, '#ไพรเมอร์': 1, '#มาดามเกด': 1, '#madamkate': 1, '#แป้งแคปเจอร์รูบี้': 1, '#แป้งพัฟแคปเจอร์รูบี้': 1, '#รีจูแฮร์เซรั่ม': 1, '#ภูมิแพ้ขึ้นตา': 1, '#น้ําลําไย': 2, '#โลชั่นชาร์มมิ่งทรี': 1, '#โลชั่นส้มสปอทไลท์': 1, '#มิสขี้เมา2024': 1, '#skintificth': 1, '#มาส์กสปอตไลท์': 1, '#savvyskinmask': 1, '#มาส์กแฮวอนคลินิก': 1, '#นิโกะเอส': 1, '#Nikos': 1, '#กันแดดหน้ารองพื้นปรางทิพย์': 1, '#กันแดดเนื้อรองพื้นมายโบ': 1, '#สติตช์กับ': 6, '#สอนแต่งหน้า': 5, '#adaycafeandbar': 1, '#ร้านดีบอกต่อ': 1, '#tiktokป้ายยา': 3, '#พัฒนาการ92': 1}","{'อย่า': 2, 'เวอร์': 1, 'ได้': 6, 'ป่ะ': 1, 'ตัว': 4, 'เดียว': 1, 'จบ': 1, 'เหงื่อ': 1, 'ยิ่ง': 2, 'ออก': 1, 'สวย': 2, 'ฟอก': 1, 'ผม': 1, 'กี่': 1, 'ที': 1, 'ก็': 1, 'ไม่': 4, 'แสบ': 1, 'หนัง': 1, 'หัว': 1, 'มี': 2, 'ใคร': 1, 'เคย': 1, 'เป็น': 1, 'บ้าง': 1, 'ไหม': 1, 'จริง': 3, 'เหรอ': 2, 'เจ้า': 1, 'ดัง': 3, 'มา': 4, 'บาง': 1, 'ใหญ่': 3, 'แล้ว': 1, 'จ้า': 1, 'เด่น': 1, 'ผิว': 1, 'พัง': 1, 'ต้อง': 2, 'ทำ': 1, 'ยังไง': 1, '?': 1, 'ดราม่า': 1, 'อะไร': 1, 'กัน': 2, 'แค่': 1, 'ฟิลเตอร์': 1, 'เอง': 1, 'ตกใจ': 1, 'อกหัก': 1, 'แต่': 2, 'หยุด': 1, 'Tiktok': 1, 'มาแรง': 1, 'ที่สุด': 1, 'ใน': 1, 'ตอนนี้': 1, 'ทดสอบ': 1, 'ดีกว่า': 1, 'แทน': 1, 'รองพื้น': 1, '?!': 1, 'ฟ้า': 1, 'กว่า': 1, 'ตัวจริง': 1, '📍': 1, 'อิน': 1, 'เนอร์': 1, 'ตาม': 1, 'ด้วย': 1, 'สีฝุ่น': 1, 'ลองดู': 1, 'มัน': 1, 'อร่อย': 1, 'จน': 1, 'งง': 1, 'สาย': 2, 'เนื้อ': 1, 'พิซซ่า': 1, 'cafe': 1, '&': 1, 'Bar': 1, 'Rodriguez': 1, '-': 1, 'Link': 1, 'in': 1, 'bio': 1, 'ลอง': 1, 'ปัด': 1, 'แก้ม': 1, 'ย้อน': 1, 'วัย': 1, 'แบบ': 1, 'มือโปร': 1, 'Ford': 1, 'เอ้า': 1, 'ดี': 1, 'เฉย': 1, 'ตก': 1, 'ร่อง': 1}"
2,15,48,"{'#ลิปอิท': 4, '#Lipit': 1, '#เรื่องราวเช้านี้': 1, '#lipit': 1, '#นะหน้าทอง': 1, '#เสียงนกกรงหัวจุก': 1, '#ปิงลี่เฟมัส': 1, '#มิสขี้เมา': 3, '#สะบัดแปรงmakeover': 1}","{'สิ่ง': 1, 'ที่': 1, 'ทำให้': 1, 'กิจ': 1, 'วัต': 1, 'ก่อน': 2, 'นอน': 1, 'มีความสุข': 1, 'มาก': 2, '❤️': 6, 'it': 4, 'ตอบกลับ': 1, 'ตาม': 2, 'คำเรียกร้อง': 1, 'เติม': 1, 'ของ': 1, 'แบบ': 2, 'ฉ่ำ': 1, 'รีบ': 1, 'กด': 1, 'เดี๋ยว': 1, 'หมด': 1, 'นะคะ': 2, 'เจ้': 1, 'เริ่ม': 2, 'หนู': 1, 'ทา': 2, 'ลิป': 3, 'เฉย': 1, 'ๆ': 2, '55': 1, 'แม่': 3, 'มิ': 1, 'ว': 2, 'กี่': 1, 'ทะยาน': 1, 'สู่': 1, 'นางเอก': 1, 'ร้อย': 1, 'ล้าน': 1, '!': 3, 'น้องสาว': 1, 'คน': 1, 'นี้': 2, 'ซัพพอร์ท': 1, 'เสมอ': 1, 'ให้': 2, 'ลอง': 1, 'ดูก่อน': 1, 'สี': 1, '03': 1, 'รุ่น': 2, 'Water': 1, 'Bomb': 1, 'จ้า': 1, 'เดท': 1, 'กับ': 1, 'คุณ': 1, 'มัม': 1, 'ปล่อยใจ': 1, 'วันแม่': 1, 'ชวน': 1, 'เต้น': 1, 'หน่อย': 2, 'มิส': 2, 'ขี้': 1, 'เม้า': 1, 'เค้า': 1, 'ก็': 3, 'ใช้': 1, 'อิท': 1, 'ครอบครัว': 1, 'ใหญ่': 1, 'อึดอัด': 1, 'แต่': 1, 'อบอุ่น': 1, 'ดี': 1, 'บาร์บี้': 1, '3': 1, 'ปาก': 2, 'นัท': 1, 'ไม่': 2, 'แห้ง': 1, 'แตก': 1, 'อีกต่อไป': 1, 'แล้ว': 4, 'นะ': 2, 'กล้า': 1, 'ถ่ายแบบ': 1, 'ซูม': 1, 'ใกล้': 1, 'ได้': 2, 'ละ': 1, 'อิอิ': 1, '❤️❤️': 1, 'สะบัด': 1, 'แปรง': 1, 'ทำสำเร็จ': 1, '!!!!': 1, 'ตัด': 1, 'สด': 1, 'ลง': 1, 'เลย': 2, '!!': 2, 'ควีน': 2, 'ปิง': 3, 'ลี่': 1, 'ยิง': 1, 'ที': 1, 'เซอร์': 1, '1': 1, 'วันนี้': 1, 'มง': 1, 'มั้ย': 2, 'รู้กัน': 1, 'แต่ง': 1, 'พี่': 1, 'ฮะ': 1, 'โหน่ง': 1, 'เป็น': 2, '!!!': 1, 'Road': 1, 'to': 1, 'ขี้เมา': 1, '❤️ขอ': 1, 'คู่': 1, 'จริง': 2, '☺️': 1, 'Vikairungroj': 1, 'รายการ': 1, 'ใหม่': 1, 'คลอด': 1, 'เอา': 1, 'ดี ๆ': 1, 'แอบ': 1, 'เขิน': 1, 'ไปดู': 1, 'คลิป': 1, 'เต็ม': 1, 'กัน': 1, 'ด้วย': 1, 'ฟิน': 1, 'กว่า': 1, 'อีก': 1, 'VikairungrojMorning': 1, 'Singapore': 1, 'ฟี': 1, 'ล': 1, 'ปั่น': 1, 'จักรยาน': 1, 'ยามเช้า': 1, '✨✨': 1}"
3,7,94,"{'#คุณหวานร้อย': 1, '#มอร์นิ่งมาสก์': 1, '#dairyqueenth': 1, '#เค้กไอศกรีม': 1, '#TrySomethingDifferent': 1, '#PinkLadyAppleThailand': 1, '#PinkLady': 1, '#สุกี้จินดาเมืองเอก': 1, '#รีวิวมิลเล่': 1, '#tiktokป้ายยา': 1, '#ใช้ดีบอกต่อ': 1}","{'ช': 1, 'อติ': 1, 'ด': 1, 'แก': 1, 'รม': 1, 'ช็อปปิ้ง': 1, 'ของ': 2, 'ไฮ': 1, 'เอน': 2, 'หน่อย': 1, 'นะคะ': 1, 'เรื่อง': 1, 'ผิว': 1, 'ฉัน': 1, 'เป๊ะ': 2, 'ตลอด': 1, 'ขอบคุณ': 1, 'มาก': 3, 'ค่าที่': 1, 'เอ็นดู': 1, 'หนู': 1, 'ตั้ง': 1, 'แต่วัน': 1, 'แรก': 2, 'จนถึง': 1, 'วันนี้': 1, 'ลิ': 1, 'ซ่า': 1, 'ปลื้มใจ': 1, 'ลด': 1, 'หวาน': 1, 'วัน': 1, 'ค่ะ': 15, 'เต้น': 1, 'ประโลม': 1, 'จิตใจ': 1, 'กับ': 1, 'เพลง': 1, 'มันส์': 1, 'ๆ': 1, 'ใน': 1, 'ยาม': 1, 'บ่าย': 1, 'ซื้อ': 1, 'เค้ก': 1, 'ให้': 2, 'พ่อ': 2, 'อร่อย': 1, 'ชอบ': 1, 'เวอร์': 2, 'คุม': 1, 'อาหาร': 1, 'ตอบกลับ': 1, 'Paisan': 1, 'ศูนย์': 1, 'สุขภาพจิต': 1, 'ต้อง': 3, 'เข้า': 2, 'คลิป': 1, 'นี้': 1, 'ห้าม': 1, 'คนอื่น': 1, 'รู้': 1, 'เขา': 1, 'บอก': 1, 'คำขอ': 1, 'จะ': 1, 'ไม่': 2, 'ได้': 2, 'อย่าง': 1, 'อธิ': 1, 'ฐาน': 1, 'เชิง': 1, 'ชู้สาว': 1, 'แน่นอน': 1, '100': 2, '%': 2, 'เพื่อน': 1, 'หญิง': 2, 'พลัง': 1, 'หลังจาก': 1, 'ขาด': 1, 'มา': 1, 'นาน': 1, 'สุกี้': 1, 'จินดา': 1, 'เมือง': 1, 'เอก': 1, 'ช่วย': 1, 'น้อง': 1, 'ตอบ': 1, 'ด้วย': 1, 'ความเต็มใจ': 1, 'บังคับ': 1, 'แน่': 1, 'อาจจะ': 1, 'เปลี่ยน': 1, 'เบอร์': 1, 'โทร': 1, 'ส': 1, 'กิน': 1, 'เฮด': 1, 'แล้ว': 1, 'เตอร์': 1, 'เท': 1, 'น': 1, 'หลาน': 1, 'สนุก': 1, 'มี': 1, 'คน': 1, 'แอบ': 1, 'อาชีพ': 1, 'ใหม่': 1, 'ขาย': 1, 'ขนมจีน': 1, 'น้ำยา': 1, 'สเปค': 1, 'ผู้ชาย': 1, 'เจ้าของ': 1, 'โรงงาน': 1, 'น้ำตาล': 1, 'ขัด': 1, 'สีหน้า': 1, 'ผ่อง': 1, 'ไม่ต้อง': 1, 'พึ่ง': 1, 'รองพื้น': 1, 'เพราะ': 1, 'อิ่ม': 1, 'บุญ': 1}"
4,9,43,"{'#เป็นความสดใสของวัย20': 1, '#MACAstroShine': 1, '#MACCosmeticsThailand': 1, '#cake_itzy': 1, '#cakechallenge': 2, '#คลาสแฟชั่น': 1, '#tiktoklooks': 3, '#SRICHANDXMANSUANG': 1, '#เ': 1, '#เมคอัพเปลี่ยนลุคt': 1, '#tiktoklooksรีวิวบิวตี้': 1, '#แมนสรวง': 1, '#mansuang': 1, '#อาโป': 1, '#DysonTH': 1, '#DysonHair': 1, '#DysonSupersonicTH': 1, '#jojisecretyoung': 1, '#โจจิซีเคร็ทยัง': 1, '#รีวิวบิวตี้': 3, '#tiktokป้ายยา': 1, '#tiktokuni': 1, '#JeonSomi': 2, '#FastForward': 2, '#GamePlan': 2, '#MeOnGamePlanTH': 2, '#ATEEZ_OUTLAW_FANSIGNinBKK': 2, '#TheFellowship': 3, '#Break_The_Wall_BKK': 3, '#ATEEZ': 4, '#에이티즈': 3, '#ติ่งกับtiktok': 5, '#YUNHO': 1, '#윤호': 1, '#ateezalbumunboxing': 1, '#ateezalbums': 1, '#ITZY_CAKE': 1, '#supershy_challenge': 2, '#supershynewjeans': 2, '#haerin': 2, '#รักษาสิว': 1, '#สิวอุดตัน': 1, '#กดสิวอุดตัน': 1, '#กดสิว': 1, '#เมคอัพเปลี่ยนลุค': 1, '#kpop2010': 1}","{'อยาก': 4, 'เลิกคบ': 1, 'แต่': 2, 'ไม่': 1, 'มี': 5, 'เพื่อน': 1, 'แล้ว': 2, 'นัก': 1, 'เต้น': 3, 'ที่': 4, 'คลับ': 1, 'ญี่ปุ่น': 1, 'สะใจ': 1, 'มาก': 2, '!!!': 2, 'ฉัน': 1, 'เชียร์': 2, 'นาง': 1, 'เหมือน': 2, 'มวย': 1, 'อะ': 1, '555555555555': 1, 'เปิด': 1, 'วาร์ป': 1, '!!': 1, 'พา': 1, 'มา': 2, 'แต่งหน้า': 1, 'สาว': 1, 'ราศีพิจิก': 1, '♏️': 1, 'กับ': 3, 'คอลเลคชั่น': 1, 'ใหม่': 1, 'ล่าสุด': 1, 'M': 3, '·': 6, 'A': 3, 'C': 3, 'Astro': 2, 'Shine': 2, 'จาก': 2, '⭐️': 1, 'พิเศษ': 1, 'สุด': 1, 'ช้อป': 2, 'ลิปสติก': 1, 'ใดๆ': 1, 'ครบ': 1, '3,000': 1, '฿': 1, 'รับ': 1, 'ฟรี': 2, '!': 5, 'Voucher': 1, 'ดูดวง': 1, 'คุณ': 2, 'เคาน์เตอร์': 1, 'ทุก': 2, 'สาขา': 1, 'ออนไลน์': 1, 'maccosmetics': 1, '.': 3, 'co': 1, 'th': 1, 'Cake': 1, 'จี่': 1, 'ปุ่ง': 1, '☀️': 1, 'วันนี้': 1, 'ตู่': 1, 'ได้': 3, 'แต่ง': 2, 'เป็น': 2, 'เขม': 1, 'หรือ': 1, 'อาโป': 1, 'นาย': 1, 'รำ': 1, 'ใน': 2, 'เรื่อง': 2, '“': 1, 'แมน': 1, 'สรวง': 1, '”': 1, 'และ': 1, 'เพื่อ': 1, 'เติมเต็ม': 1, 'ลุค': 3, 'นี่': 1, 'ให้': 1, 'เพอร์เฟค': 1, 'ยิ่งขึ้น': 1, 'ก็': 2, 'ต้อง': 2, 'นี่แหละ': 1, 'เครื่องสำอาง': 1, 'SRICHAND': 1, 'เนรมิต': 1, 'จินตนาการ': 1, 'ค๊า': 1, 'ไหน': 1, 'เสก': 1, 'ใคร': 1, 'ผม': 4, 'สวย': 2, 'ง่าย': 1, 'เร็ว': 1, 'พร้อม': 1, 'ออกจาก': 2, 'บ้าน': 1, 'แถม': 1, 'ดู': 1, 'สุขภาพ': 1, 'ดี': 1, 'เดิน': 1, 'ร้าน': 1, 'ทำ': 1, 'ทุกวัน': 1, 'The': 2, 'New': 1, 'Dyson': 1, 'Supersonic': 1, 'รับรอง': 1, 'ฟาม': 1, 'แน่นอน': 1, 'Thailand': 1, 'ฟาด': 3, 'ไลเนอร์': 1, 'จึ้ง': 1, 'เกิน': 1, 'SOMI': 1, 'makeup': 1, 'Fast': 1, 'Forward': 1, 'ใส่': 1, 'เพลง': 1, 'ขอ': 1, 'พระเอก': 1, 'หัวใจ': 1, 'เธอ': 1, 'ละ': 1, 'คือ': 1, 'ประเทศ': 1, 'ไทย': 1, 'ATEEZ': 2, 'จริงๆ': 1, '-': 1, 'World': 1, 'EP': 1, '2': 1, ':': 1, 'Outlaw': 1, 'Album': 1, 'จำนวน': 1, 'กก': 1, 'เมื่อ': 1, 'กำลังจะ': 1, 'นอน': 1, 'นึกได้': 1, 'ว่า': 1, 'แกะ': 1, 'ท่า': 1, 'cake': 1, 'ShhhHaerin': 1, 'Makeup': 2, 'สิว': 1, 'ๆ': 1, 'Clinic': 1, 'Haerin': 1, 'ตอนนั้น': 1, 'อายุ': 1, 'เท่าไหร่': 1, 'กัน': 1, 'นน': 1}"
5,10,55,"{'#สระผม': 4, '#ผมสวย': 3, '#ผมยาวไว': 1, '#รูขุมขนกว้าง': 1, '#เราอาจจะนอนเล่นกันอยู่ในงานเต้นรํา': 1, '#สกินแคร์': 1, '#เครื่องสําอาง': 1, '#ซ้ําไม่ซ้ํา': 1, '#รองพื้นงานผิวชาร์มิส': 1, '#รีวิวชาร์มิส': 1, '#charmiss': 1, '#ilikeyou': 1, '#แต่งหน้า': 1, '#บำรุงผม': 1, '#เรื่องผม': 1, '#แปรงสีฟันไฟฟ้า': 1, '#usmiley10': 1, '#ยาสีฟันทิสมา': 2, '#ไม่โสดแล้วนะ': 1, '#สอนทำผม': 1, '#ทรงผมรวบตึง': 1, '#Congelar': 1, '#สปีดสโลว์': 1, '#สโลว์สมูท': 1, '#ฟันขาว': 1, '#วีเนียร์': 1, '#แต่งหน้าสายฝอ': 1, '#กรีนสกรีน': 1, '#DohaTobii': 1, '#DefJamTH': 1, '#เสือก': 1, '#แต่งหน้าง่ายๆ': 1}","{'น้ำตาล': 1, 'ตอบกลับ': 8, 'ได้': 1, 'ค่า': 2, 'Pechthong': 1, 'แต่งหน้า': 1, 'กัน': 1, 'าา': 1, 'ส่อง': 1, 'ทุก': 1, 'ช็อต': 1, 'แล้ว': 3, 'บอก': 1, 'ไม่': 4, 'สนใจ': 1, '!!': 4, 'ซ้ำ': 2, '...': 2, 'ทุบ': 1, 'มา': 2, 'ให้': 2, 'รองพื้น': 1, 'นางฟ้า': 1, 'ชาร์': 1, 'มิส': 1, 'ปัง': 1, 'หรือ': 1, 'I': 1, 'like': 1, 'you': 1, 'เป็น': 1, 'คนสวย': 1, 'ขอบคุณ': 1, 'ค่ะ': 2, 'จ้า': 2, 'าาาา': 1, 'ก่อน': 1, 'นอน': 1, 'คือ': 1, 'นี้': 2, 'โสด': 1, 'เดี๋ยว': 1, 'ค่อย': 1, 'สระ': 1, '=': 2, '555': 1, 'รับบท': 1, 'ดารา': 1, 'สาว': 1, 'ชีวิต': 1, 'ใน': 1, 'วัย': 1, 'เลข': 1, '3': 1, 'ใช้ชีวิต': 1, 'หน้า': 1, 'สด': 1, 'บ่อย': 1, 'มาก': 1, 'กก': 1, 'ฟันแท้': 1, 'Kotchakorn': 1, 'สระผม': 1, 'ดู': 1, 'เลย': 1, 'ฉัน': 1, 'กรี๊ด': 1, 'ดดด': 1, 'ลุค': 1, 'สวย': 1, 'เกิน': 1, 'ต้าน': 1, 'ไม่ต้อง': 1, 'ห่วง': 1, 'กู': 1, 'เบา': 1, 'ของ': 1, 'ก้อย': 1}"
6,5,32,"{'#น้องฉัตรมาแชร์': 18, '#น้องฉัตร': 17, '#tiktokช้อปกันวันเงินออก': 1, '#รีวิวบิวตี้': 8, '#คิ้วน้องฉัตร': 1, '#หนุ่มกรรชัย': 1, '#วิตซีน้องฉัตร': 1, '#แป้งฉัตร': 5, '#แป้งน้องฉัตร': 3, '#88crazyflashsale': 1, '#88tiktok88': 1, '#บรัชออนน้องฉัตร': 1, '#ปัดแก้มน้องฉัตร': 2, '#บรัชคูชชั่นฉัตร': 1, '#รองพื้นฉัตร': 3, '#บูสเตอร์น้องฉัตร': 2, '#คูชชั่นฉัตร': 2, '#ลิปฉัตร': 4, '#cosmetics': 3, '#misstransthailand2023': 1, '#beauty': 1, '#แปรงฉัตร': 1, '#สนามบิน': 1, '#rosepink': 1, '#barbie': 2, '#barbiegirl': 1, '#lipstick': 1, '#น้องฉัตรมารีวิว': 1, '#misstransthailand': 2}","{'ที่สุด': 2, 'ของ': 2, 'การ': 1, 'ใช้ได้': 1, 'นาน': 1, 'มา': 6, 'กก': 2, '❤️': 6, 'พี่': 3, 'หนุ่ม': 1, 'ก็': 1, 'เริ่ด': 1, 'มาก': 3, 'ครับ': 12, 'แต่งหน้า': 1, 'ให้': 1, 'คุณแม่': 1, 'กัน': 3, 'ตอบกลับ': 6, 'A': 2, 'D': 1, '&': 2, 'J': 1, 'U': 1, 'M': 1, 'B': 1, 'O': 1, 'ผิว': 1, 'สวย': 3, 'ง่ายๆ': 1, 'ลอง': 2, 'ใช้': 1, 'น้อง': 4, 'ฉัตร': 3, 'ลมจับ': 1, 'ลด': 1, 'เยอะ': 1, 'เกิ้น': 1, 'KIREMO': 1, 'DANOFFY': 1, 'ปัง': 1, 'แบบนี้': 1, 'ต้อง': 1, 'มี': 1, 'สัก': 1, 'ตลับ': 1, 'นะ': 3, 'คาถา': 1, 'นา': 1, 'รุ': 1, 'โตะ': 1, 'ดู': 1, 'vlog': 1, 'นี่': 1, 'คือ': 1, 'เหตุผล': 1, 'ที่': 1, 'ทุกคน': 1, 'ตกหลุมรัก': 1, 'ภูมิใจ': 2, 'สุด': 1, 'ๆ': 2, 'อีก': 2, 'หนึ่ง': 1, 'ส': 1, 'กิน': 1, 'เเคร์': 1, 'บำรุง': 1, 'ล้ำลึก': 1, 'ที่จะ': 1, 'ช่วย': 1, 'สาว': 1, 'แก้ปัญหา': 1, 'ได้': 1, 'แต่': 1, 'ยิ้ม': 1, 'และ': 1, 'ขอบคุณ': 1, 'ทุก': 1, 'แรง': 1, 'สนับสนุน': 1, 'ความภูมิใจ': 1, '1': 1, 'อย่าง': 1, 'งุ้ย': 1, 'ตึก': 1, 'หนิง': 1, 'ขอบพระคุณ': 1, 'สี': 1, 'ขอ': 1, 'full': 1, 'turn': 1, 'หน่อย': 1, '\u200d♀️': 1, 'แต่ง': 1, 'แล้ว': 2, 'เป็น': 1, 'ตุ๊กตา': 1, 'บาร์บี้': 1, '#': 1, 'ใคร': 1, 'ท้อ': 1, 'อยู่': 1, 'ต้องสู้': 1, 'นัก': 1, 'สู้': 1, 'เบื่อ': 1, 'ไหม': 1, 'แอดมิน': 1, 'แนะนำ': 1, 'ขาดทุน': 1, 'ยับ': 1}"
7,10,57,"{'#charmiss': 1, '#รีวิวชาร์มิส': 1, '#รองพื้นนางฟ้า': 1, '#พรีมพร้อมเมคอัพ': 9, '#รองพื้นcharmiss': 1, '#รองพื้น': 1, '#strawberrymakeup': 1, '#รีวิวบิวตี้': 2, '#nareemakeup': 2, '#รีวิวnaree': 2, '#hince': 1, '#hincethailand': 1, '#Ulike': 1, '#UlikeAir3': 1, '#Hairremoval': 1, '#ชาลดบวม': 1, '#TTM': 1}","{'แล้ว': 3, 'เจอกัน': 1, 'ค่า': 1, 'ตอน': 2, 'ทำ': 2, 'อน': 1, 'นี่': 1, 'คือ': 2, 'ใจลอย': 1, 'สุด': 1, 'ๆ': 1, 'ร้าน': 1, 'เปิด': 1, '24': 1, 'ชั่วโมง': 1, 'สงสัย': 1, 'ง่วง': 1, 'รอง': 1, 'พื้นผิว': 1, 'นางฟ้า': 1, 'เลย': 2, 'เบ๋อ': 1, 'มา': 4, 'ดู': 1, 'กัน': 1, 'ปัง': 2, 'ไม่': 2, '!': 1, 'ตอบกลับ': 2, 'strawberry': 1, 'makeup': 1, 'แต่งหน้า': 2, '❌': 1, 'ใส่หน้ากาก': 1, '✅': 1, 'Cr': 1, '.': 1, 'ภาค': 1, 'ต่อ': 1, 'ออกมา': 1, 'ให้': 1, 'ใคร': 1, 'ใช้': 2, '=': 1, 'ฉัน': 1, 'เอง': 2, 'ขอ': 1, 'แก้ตัว': 1, 'จาก': 1, 'ใส่': 1, 'ชุด': 2, 'ไทย': 2, 'สีแดง': 2, 'เป็น': 2, 'เด็กน้อย': 1, 'ครั้ง': 1, 'แร': 1, 'กก': 1, 'ผ่าน': 1, '8': 1, 'ปี': 1, '1': 1, 'เดือน': 1, 'ด้วยกัน': 1, 'แบบ': 1, 'ทุบตี': 1, 'วันเกิด': 1, 'โอ': 1, 'เว่น': 1, 'ตี': 1, 'ม': 1, 'บาร์บี้': 1, 'รองพื้น': 1, 'ลูก': 1, 'รัก': 1, 'ไป': 3, 'คู': 1, 'ชชั่น': 1, 'ตามมา': 1, 'ติดๆ': 1, 'บำรุง': 1, 'ผิว': 2, 'ก่อน': 1, 'สำคัญ': 1, 'มาก': 1, 'แก': 2, 'จะ': 1, 'ทำให้': 1, 'เครื่องสำอาง': 1, 'ติด': 1, 'ได้ดี': 1, 'เชื่อ': 1, 'ลองดู': 1, 'คุมกำเนิด': 1, 'ขน': 1, 'ได้ที่': 1, 'บ้าน': 1, 'รุ่น': 1, 'นี้': 1, 'เนื้อ': 1, 'ดี': 1, 'ที่สุด': 1, 'ของ': 1, 'naree': 1, 'ตั้งแต่': 1, 'ที่': 2, 'ชั้น': 1, 'ตัว': 1, 'แม่': 1, 'ปรุงรส': 1, 'จบ': 1, 'หน้า': 1, 'บวม': 1, 'ตลอด': 1, 'ตอนนี้': 1, 'มี': 1, 'ทิ': 1, 'ชา': 1, 'ช่วย': 1, 'ละ': 1, 'ค่ะ': 1, 'ฮือ': 1, 'ออ': 1}"
8,7,104,"{'#สอนแต่งหน้า': 18, '#TikTokUni': 16, '#รู้จากTikTok': 2, '#รีวิวบิวตี้': 20, '#TikTokLooks': 18, '#เมคอัพเปลี่ยนลุค': 14, '#โบกัสบิวตี้': 19, '#เรื่องผิว': 16, '#คลาสแฟชั่น': 7, '#แต่งแล้วเล่า': 4, '#fentyskin': 1, '#CapCut': 3, '#ที่ดัดขนตา': 1, '#ขนตา': 1, '#สกินแคร์': 2, '#มอยส์เจอร์อโวคาโด้': 1, '#จุฬาเฮิร์บ': 1, '#ครีมซองเซเว่น': 1, '#บลัชออน': 1, '#เทคนิคแต่งหน้าง่ายๆ': 1, '#เทคนิคดีดี': 1, '#FreshLoveth': 1, '#FreshxSephora': 1, '#คอนซีลเลอร์': 2, '#ITCosmeticsTH': 1, '#ByebyeConcealerSerum': 1, '#nationallipstickday': 1, '#retinol': 1, '#sandwichskincare': 1, '#cliniquethailand': 1, '#cliniquecollective': 1}","{'ตอบกลับ': 1, 'ทำไม': 1, 'มือใหม่': 1, '“': 6, 'กรีด': 1, 'ตา': 5, '”': 6, 'ไม่': 3, 'เป็น': 1, 'ทริค': 1, 'การ': 1, 'แต่งหน้า': 1, 'Strawberry': 1, 'Make-up': 1, 'ของ': 1, 'Hailey': 1, 'Bieber': 1, 'เทคนิค': 6, 'ลง': 1, 'คุ': 1, 'ชชั่น': 1, 'ให้': 4, 'บางเบา': 1, 'หนา': 1, 'เยิ้ม': 1, '!!': 4, 'จง': 1, 'พูด': 2, 'ชื่อ': 2, 'Ingredients': 1, 'ให้ได้': 1, 'เยอะ': 1, 'ที่สุด': 1, 'ใน': 1, '15': 1, 'วินาที': 2, 'ปัด': 3, 'ขน': 2, 'แบบ': 1, 'ใหม่': 1, 'กำลัง': 2, 'ฮิต': 1, 'มาก': 1, 'ต้อง': 2, 'ลอง': 3, 'ถ้า': 2, 'คุณ': 1, 'รู้สึก': 1, 'ว่า': 2, 'ตัวเอง': 1, 'ใช้ชีวิต': 1, 'ผิดทาง': 1, 'นี้': 2, 'ดู': 2, 'นะ': 1, 'ครับ': 2, 'Item': 1, 'ลับ': 1, 'ยัย': 1, 'แม่ค้า': 1, 'Fenty': 1, 'Skin': 1, 'แฟน': 1, '/': 1, 'เพื่อน': 2, 'ใคร': 2, 'ความจำ': 1, 'สั้น': 1, 'บ้าง': 2, '..': 4, '3': 2, 'จุด': 1, 'ไฮไลต์': 1, 'หน้า': 1, 'มัน': 1, 'มี': 3, '10': 1, 'บตบ': 1, 'ก.': 1, 'จะ': 1, 'แบรนด์': 2, 'ได้': 3, 'กี่': 1, '?': 1, 'เลือก': 2, 'ที่': 4, 'ดัด': 1, 'แบ': 1, 'ง': 1, 'ครีม': 1, 'ซอง': 1, 'ใช้แล้ว': 1, 'เห็นผล': 1, 'ยก': 1, '…….': 1, 'Jula': 1, '’': 1, 's': 1, 'herb': 1, '✨': 2, 'แปรง': 1, 'ทำให้': 1, 'บลัช': 1, 'ง่าย': 1, 'และ': 2, 'สวย': 1, 'ขึ้น': 1, 'ประสบการณ์': 1, 'อึ': 1, 'โรงเรียน': 1, 'บอก': 1, 'สูตร': 1, 'Treatment': 1, 'ริมฝีปาก': 1, 'Steps': 1, 'ทำ': 2, 'ประจำ': 1, 'ปัง': 1, 'แน่นอน': 1, 'Beauty': 1, 'Thailand': 1, 'ทา': 1, 'คอน': 2, 'ซีล': 2, 'เลอร์': 2, 'แล้ว': 1, 'แต้': 1, 'ใต้': 2, 'ยัง': 1, 'คล้ำ': 1, 'ไง': 1, 'ดี': 1, 'คุ้มค่า': 1, 'ปิด': 1, 'ทั้ง': 1, 'สิว': 1, 'แนะนำ': 1, 'ยังไง': 1, 'ไป': 1, 'ลองดู': 1, 'กัน': 1, '#': 1, 'รู้': 1, 'หรือไม่': 1, 'โลก': 1, 'เรา': 1, 'วัน': 1, 'ลิปสติก': 1, 'แห่งชาติ': 1, 'National': 1, 'Lipstick': 1, 'Day': 1, 'อยาก': 1, 'ใช้': 1, 'Retinol': 1, 'แต่': 1, 'กลัว': 1, 'ผิว': 1, 'พัง': 1, 'Sandwich': 1, 'Skincare': 1}"
